,title,year,imdbID,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other
1097,spy kids 2: island of lost dreams,2002.0,tt0287717,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
1098,full metal jacket,1987.0,tt0093058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1099,the jacket,2005.0,tt0366627,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
1100,the shallows,2016.0,tt4052882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
1101,road trip,2000.0,tt0215129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
1102,blazing saddles,1974.0,tt0071230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1103,the mask,1994.0,tt0110475,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0
1104,charlie wilson's war,2007.0,tt0472062,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1105,body of lies,2008.0,tt0758774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
1106,unfaithful,2002.0,tt0250797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
1107,on golden pond,1981.0,tt0082846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1108,fried green tomatoes,1991.0,tt0101921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1109,salt,2010.0,tt0944835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,0.0,0
1110,midway,1976.0,tt0074899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1111,message in a bottle,1999.0,tt0139462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1112,star trek: insurrection,1998.0,tt0120844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1113,a knight's tale,2001.0,tt0183790,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1114,why him?,2016.0,tt4501244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1115,zombieland,2009.0,tt1156398,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0
1116,the client,1994.0,tt0109446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
1117,the forgotten,2004.0,tt0356618,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
1118,blue streak,1999.0,tt0181316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1119,star trek generations,1994.0,tt0111280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1.0,0
1120,disturbia,2007.0,tt0486822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,0.0,0
1121,beethoven's 2nd,1993.0,tt0106375,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1122,the siege,1998.0,tt0133952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0.0,0
1123,corpse bride,2005.0,tt0121164,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1.0,0
1124,dennis the menace,1993.0,tt0106701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1125,finding neverland,2004.0,tt0308644,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1126,abraham lincoln: vampire hunter,2012.0,tt1611224,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1127,casino,1995.0,tt0112641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,1,0,0,1.0,0
1128,sliver,1993.0,tt0108162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
1129,nightmare,1964.0,tt0082818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
1130,the notebook,2004.0,tt0332280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1131,diamonds are forever,1971.0,tt0066995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
1132,the chronicles of riddick,2004.0,tt0296572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
1133,dragonheart,1996.0,tt0116136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
1134,the lake house,2006.0,tt0410297,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1135,snow dogs,2002.0,tt0281373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
1136,the blues brothers,1980.0,tt0080455,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0.0,0
1137,get shorty,1995.0,tt0113161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
1138,freddy vs. jason,2003.0,tt0329101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0
1139,bride wars,2009.0,tt0901476,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1140,pitch perfect,2012.0,tt1981677,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1141,the karate kid part ii,1986.0,tt0091326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1142,police academy 2: their first assignment,1985.0,tt0089822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1143,the iron lady,2011.0,tt1007029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1144,anna and the king,1999.0,tt0166485,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1145,judge dredd,1995.0,tt0113492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0
1146,the last boy scout,1991.0,tt0102266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1147,insomnia,1997.0,tt0278504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,1.0,0
1148,coyote ugly,2000.0,tt0200550,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1149,office christmas party,2016.0,tt1711525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1150,step up,2006.0,tt0462590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
1151,saw v,2008.0,tt1132626,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
1152,the dark tower,2017.0,tt1648190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1153,changeling,2008.0,tt0824747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1.0,0,0,0,0.0,0
1154,striptease,1996.0,tt0117765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
1155,rambo,2008.0,tt0462499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0
1156,white chicks,2004.0,tt0381707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1157,species,1995.0,tt0114508,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1158,insidious: chapter 3,2015.0,tt3195644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.0,0
1159,get hard,2015.0,tt2561572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1160,how to be single,2016.0,tt1292566,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1161,pet sematary,1989.0,tt0098084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0
1162,the purge: anarchy,2014.0,tt2975578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1163,doctor zhivago,1965.0,tt0059113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1.0,0
1164,the last samurai,2003.0,tt0325710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1165,mission to mars,2000.0,tt0183523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0,0,0,0,0,0.0,0
1166,the dukes of hazzard,2005.0,tt0377818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1167,the net,1995.0,tt0113957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
1168,the boys,1962.0,tt1190634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1169,sea of love,1989.0,tt0098273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,0.0,0
1170,the secret of my success,1987.0,tt0093936,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1171,the santa clause 3: the escape clause,2006.0,tt0452681,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
1172,for the boys,1991.0,tt0101902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1173,spy,2015.0,tt3079380,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1174,the grudge,2004.0,tt0391198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
1175,treasure planet,2002.0,tt0133240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1.0,0
1176,the 5th wave,2016.0,tt2304933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0
1177,moneyball,2011.0,tt1210166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0
1178,the prestige,2006.0,tt0482571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,0,1,1.0,0,0,0,1,0,1.0,0
1179,willow,1988.0,tt0096446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0.0,0
1180,sideways,2004.0,tt0375063,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1181,10 cloverfield lane,2016.0,tt1179933,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
1182,the game,1997.0,tt0119174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
1183,the hours,2002.0,tt0274558,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1184,peter pan 2: return to never land,2002.0,tt0280030,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
1185,cinderella man,2005.0,tt0352248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1186,the american president,1995.0,tt0112346,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1187,junior,1994.0,tt0110216,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1188,horrible bosses 2,2014.0,tt2170439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0
1189,confessions of a shopaholic,2009.0,tt1093908,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1190,three kings,1999.0,tt0120188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
1191,neighbors 2: sorority rising,2016.0,tt4438848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1192,police academy 3: back in training,1986.0,tt0091777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1193,terms of endearment,1983.0,tt0086425,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1194,captain phillips,2013.0,tt1535109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
1195,the man from u.n.c.l.e.,2015.0,tt1638355,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1196,nell,1994.0,tt0110638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1197,ace ventura: pet detective,1994.0,tt0109040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1198,goldeneye,1995.0,tt0113189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
1199,the italian job,2003.0,tt0317740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
1200,first man,2018.0,tt1213641,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1201,race to witch mountain,2009.0,tt1075417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
1202,the whole nine yards,2000.0,tt0190138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1203,the yards,2000.0,tt0138946,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
1204,made of honor,2008.0,tt0866439,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1205,life as we know it,2010.0,tt1055292,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1206,about schmidt,2002.0,tt0257360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1207,the untouchables,1987.0,tt0094226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
1208,tequila sunrise,1988.0,tt0096244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
1209,kramer vs. kramer,1979.0,tt0079417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1210,the campaign,2012.0,tt1790886,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1211,gangster squad,2013.0,tt1321870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
1212,along came a spider,2001.0,tt0164334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
1213,sneakers,1992.0,tt0105435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
1214,vacation,1983.0,tt1524930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
1215,forgetting sarah marshall,2008.0,tt0800039,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1216,dirty grandpa,2016.0,tt1860213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1217,the graduate,1967.0,tt0061722,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1218,home on the range,2004.0,tt0299172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
1219,snake eyes,1998.0,tt0120832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1.0,0,0,0,0.0,0
1220,under siege 2: dark territory,1995.0,tt0114781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0
1221,the hitchhiker's guide to the galaxy,2005.0,tt0371724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0
1222,training day,2001.0,tt0139654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
1223,every which way but loose,1978.0,tt0077523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1224,saw,2004.0,tt0387564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
1225,just like heaven,2005.0,tt0425123,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1226,the cable guy,1996.0,tt0115798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
1227,john q,2002.0,tt0251160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,1,0,0.0,0
1228,primal fear,1996.0,tt0117381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
1229,love & other drugs,2010.0,tt3774694,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,1.0,0
1230,birdman or (the unexpected virtue of ignorance),2014.0,tt2562232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1231,project x,1987.0,tt1636826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1232,she's all that,1999.0,tt0160862,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1233,9 to 5,1980.0,tt0080319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1234,mary poppins,1964.0,tt0058331,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
1235,blue jasmine,2013.0,tt2334873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1236,the mummy: tomb of the dragon emperor,2008.0,tt0859163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1237,ladder 49,2004.0,tt0349710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,1.0,0,0,0,0,0,0.0,0
1238,u.s. marshals,1998.0,tt0120873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,1,0,0.0,0
1239,ghosts of girlfriends past,2009.0,tt0821640,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1240,working girl,1988.0,tt0096463,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1241,timecop,1994.0,tt0111438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0
1242,pineapple express,2008.0,tt0910936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1243,just married,2003.0,tt0305711,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1244,butch cassidy and the sundance kid,1969.0,tt0064115,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
1245,joy,2015.0,tt2446980,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1246,mars attacks!,1996.0,tt0116996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1247,fight club,1999.0,tt0137523,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,1.0,0
1248,courage under fire,1996.0,tt0115956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0.0,0
1249,the recruit,2003.0,tt0292506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0.0,0
1250,the time traveler's wife,2009.0,tt0452694,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1251,stir crazy,1980.0,tt0081562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
1252,philomena,2013.0,tt2431286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
1253,the good shepherd,2006.0,tt0343737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
1254,where the wild things are,2009.0,tt0386117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1.0,0
1255,any given sunday,1999.0,tt0146838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1.0,0
1256,shanghai noon,2000.0,tt0184894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
1257,black mass,2015.0,tt1355683,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
1258,the book of life,2014.0,tt2262227,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
1259,nim's island,2008.0,tt0410377,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
1260,atomic blonde,2017.0,tt2406566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1.0,0
1261,the cannonball run,1981.0,tt0082136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1262,airport,1970.0,tt0065377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,1.0,0,0,0,0,0,1.0,0
1263,little miss sunshine,2006.0,tt0449059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1264,the jerk,1979.0,tt0079367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1265,mad max,1979.0,tt0079501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,1,0,0,0,0,0.0,0
1266,bowfinger,1999.0,tt0131325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1267,street fighter,1994.0,tt0111301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
1268,nacho libre,2006.0,tt0457510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
1269,the lucky one,2012.0,tt1327194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,1.0,0
