,title,year,imdbID,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other
172,star wars: episode v - the empire strikes back,1980.0,tt0080684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0
173,wall-e,2008.0,tt0910970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0
174,the revenant,2015.0,tt1663202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0
175,ralph breaks the internet,2018.0,tt5848272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
176,the boss baby,2017.0,tt3874544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
177,dunkirk,2017.0,tt5013056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,0.0,0
178,the simpsons movie,2007.0,tt0462538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
179,sherlock holmes,2009.0,tt0988045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,0,0,0,1.0,0
180,kung fu panda 3,2016.0,tt2267968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0
181,ant-man,2015.0,tt0478970,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
182,terminator 2: judgment day,1991.0,tt0103064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
183,meet the fockers,2004.0,tt0290002,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
184,dr. seuss' the grinch,2018.0,tt2709692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
185,fallen,1998.0,tt0119099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
186,ghost,1990.0,tt0099653,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
187,wake in fright,1971.0,tt0067541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
188,troy,2004.0,tt0332452,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1.0,0
189,toy story 2,1999.0,tt0120363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
190,how to train your dragon,2010.0,tt0892769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0
191,twister,1996.0,tt0117998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0,0,0,1,0,0,0.0,0
192,oz the great and powerful,2013.0,tt1623205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
193,teenage mutant ninja turtles,1990.0,tt1291150,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
194,war for the planet of the apes,2017.0,tt3450958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0
195,demons,1985.0,tt0089013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
196,angels & demons,2009.0,tt0808151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0
197,bruce almighty,2003.0,tt0315327,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
198,shrek,2001.0,tt0126029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
199,rise of the planet of the apes,2011.0,tt1318514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
200,johnny english,2003.0,tt0274166,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0
201,mr. & mrs. smith,2005.0,tt0356910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,0.0,0
202,home alone,1990.0,tt0099785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
203,charlie and the chocolate factory,2005.0,tt0367594,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
204,hotel transylvania 2,2015.0,tt2510894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0
205,san andreas,2015.0,tt2126355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,1,0,0,0,0,0,0,0,0.0,0
206,indiana jones and the last crusade,1989.0,tt0097576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
207,wreck-it ralph,2012.0,tt1772341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
208,jaws,1975.0,tt0073195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,1.0,0,0,0,0,0,1.0,0
209,the santa clause,1994.0,tt0111070,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
210,bumblebee,2018.0,tt4701182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
211,the lego movie,2014.0,tt1490017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0
212,the hangover,2009.0,tt1119646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
213,star trek into darkness,2013.0,tt1408101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
214,the matrix,1999.0,tt0133093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
215,pretty woman,1990.0,tt0100405,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
216,cars,2006.0,tt0317219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
217,gladiator,1992.0,tt0172495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,1,0,0,0.0,0
218,x-men: the last stand,2006.0,tt0376994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
219,national treasure: book of secrets,2007.0,tt0465234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,0
220,300,2006.0,tt0416449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
221,ocean's eleven,2001.0,tt0240772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
222,thor,2011.0,tt0800369,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
223,tarzan,1999.0,tt0120855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
224,la la land,2016.0,tt3783958,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
225,the bourne ultimatum,2007.0,tt0440963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1.0,0
226,men in black ii,2002.0,tt0120912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
227,les misérables,2012.0,tt1707386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
228,terminator genisys,2015.0,tt1340138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
229,the exorcist,1973.0,tt0070047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
230,warcraft,2016.0,tt0803096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
231,ocean's twelve,2004.0,tt0349903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
232,the greatest showman,2017.0,tt1485796,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
233,a star is born,1976.0,tt1517451,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
234,the secret life of pets,2016.0,tt2709768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
235,the detective,1968.0,tt0062883,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
236,die another day,2002.0,tt0246460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,1.0,0
237,cast away,2000.0,tt0162222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0.0,0
238,rampage,1963.0,tt2231461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
239,the matrix revolutions,2003.0,tt0242653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
240,django,1966.0,tt0060315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0
241,django unchained,2012.0,tt1853728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0.0,0
242,the chronicles of narnia: prince caspian,2008.0,tt0499448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
243,the chronicles of narnia: the voyage of the dawn treader,2010.0,tt0980970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
244,sex and the city,2008.0,tt1000774,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
245,kingsman: the secret service,2014.0,tt2802144,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
246,the king's speech,2010.0,tt1504320,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
247,pacific rim,2013.0,tt1663662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0
248,kingsman: the golden circle,2017.0,tt4649466,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
249,the bodyguard,1992.0,tt0103855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
250,the mummy,1959.0,tt0120616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
251,x2: x-men united,2003.0,tt0290334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0
252,signs,2002.0,tt0286106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0.0,0
253,angel,1984.0,tt0162065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1.0,0
254,prometheus,2012.0,tt1446714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0
255,tron: legacy,2010.0,tt1104001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
256,mission: impossible iii,2006.0,tt0317919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
257,snow white and the huntsman,2012.0,tt1735898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0,0,1,0,1.0,0
258,grease,1978.0,tt0077631,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
259,mamma mia! here we go again,2018.0,tt6911608,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
260,solo: a star wars story,2018.0,tt3778644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0,0,0,0,1.0,0
261,the wolf of wall street,2013.0,tt0993846,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
262,superman returns,2006.0,tt0348150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
263,independence day: resurgence,2016.0,tt1628841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1.0,0
264,robin hood: prince of thieves,1991.0,tt0102798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0.0,0
265,raiders of the lost ark,1981.0,tt0082971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
266,back to the future,1985.0,tt0088763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0
267,star trek,2009.0,tt0796366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
268,cars 3,2017.0,tt3606752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
269,live free or die hard,2007.0,tt0337978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,1.0,0
270,happy feet,2006.0,tt0366548,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
271,monsters vs. aliens,2009.0,tt0892782,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
272,fifty shades darker,2017.0,tt4465564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
273,mad max: fury road,2015.0,tt1392190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0
274,true lies,1994.0,tt0111503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0
275,slumdog millionaire,2008.0,tt1010048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
276,g.i. joe: retaliation,2013.0,tt1583421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1.0,0
277,taken 2,2012.0,tt1397280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,1.0,0
278,batman begins,2005.0,tt0372784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
279,the adventures of tintin,2011.0,tt0983193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0
280,what women want,2000.0,tt0207201,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
281,x-men origins: wolverine,2009.0,tt0458525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
282,the golden compass,2007.0,tt0385752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
283,fifty shades freed,2018.0,tt4477536,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0
284,captain america,1990.0,tt0103923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
285,captain america: the first avenger,2011.0,tt0458339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
286,terminator salvation,2009.0,tt0438488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
287,edge of tomorrow,2014.0,tt1631867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0
288,there's something about mary,1998.0,tt0129387,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
289,jurassic park iii,2001.0,tt0163025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
290,gone girl,2014.0,tt2267998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,1.0,0
291,the fugitive,1993.0,tt0106977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
292,shark tale,2004.0,tt0307453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
293,die hard with a vengeance,1995.0,tt0112864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
294,the nun,2018.0,tt5814060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.0,0
295,notting hill,1999.0,tt0125439,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
296,night at the museum: secret of the tomb,2014.0,tt2692250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0
297,noah,2014.0,tt1959490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,1,0,0,0.0,0
298,a bug's life,1998.0,tt0120623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
299,the world is not enough,1999.0,tt0143145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0.0,0
300,planet of the apes,1968.0,tt0133152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
301,alvin and the chipmunks,2007.0,tt0952640,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0
302,home alone 2: lost in new york,1992.0,tt0104431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,1.0,0
303,minority report,2002.0,tt0181689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
304,hotel transylvania,2012.0,tt0837562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
305,the legend of tarzan,2016.0,tt0918940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,1.0,0
306,american beauty,1999.0,tt0169547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
307,apollo 13,1995.0,tt0112384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1.0,0
308,rain man,1988.0,tt0095953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
309,the great gatsby,1974.0,tt1343092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
310,murder on the orient express,1974.0,tt3402236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,1.0,0,0,0,1.0,0
311,basic instinct,1992.0,tt0103772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,1.0,0,0,0,0,0,0.0,0
312,instinct,1999.0,tt0128278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.0,0
313,hannibal,2001.0,tt0212985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1.0,0
314,now you see me 2,2016.0,tt3110958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
315,angry birds,2016.0,tt1985949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0
316,catch me if you can,2002.0,tt0264464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1.0,0,0,0,1.0,0
317,peter rabbit,2018.0,tt5117670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0
318,mary poppins returns,2018.0,tt5028340,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
319,dinosaur,2000.0,tt0130623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0
320,deep impact,1998.0,tt0120647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.0,0
321,the lorax,2012.0,tt1482459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1.0,0
322,national treasure,2004.0,tt0368891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0
323,the maze runner,2014.0,tt1790864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1.0,0
324,troll,1986.0,tt0092115,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0
325,trolls,2016.0,tt1679335,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
326,"i, robot",2004.0,tt0343818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,1.0,0,1,0,1.0,0
327,rush hour 2,2001.0,tt0266915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0
328,pocahontas,1995.0,tt0114148,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1.0,0
329,xxx: return of xander cage,2017.0,tt1293847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
330,how the grinch stole christmas,2000.0,tt0170016,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
331,star trek beyond,2016.0,tt2660888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
332,the flintstones,1994.0,tt0109813,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
333,the quiet,2005.0,tt0414951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0.0,0
334,a quiet place,2018.0,tt6644200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
335,enchanted,2007.0,tt0461770,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0
336,300: rise of an empire,2014.0,tt1253863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
337,batman forever,1995.0,tt0112462,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
338,prince of persia: the sands of time,2010.0,tt0473075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
339,over the hedge,2006.0,tt0327084,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0
340,"now you see him, now you don't",1972.0,tt0069031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0
341,journey 2: the mysterious island,2012.0,tt1397514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0,0
342,the rock,1996.0,tt0117500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,0.0,0
343,the curious case of benjamin button,2008.0,tt0421715,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
344,tomorrow never dies,1997.0,tt0120347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1.0,0
345,indiana jones and the temple of doom,1984.0,tt0087469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0
346,the good dinosaur,2015.0,tt1979388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0.0,0
